COMPANY STAGE,FOUNDED YEAR,is_non_eu,EMPLOYEE COUNT,REVENUE (USD MN),INVESTED FUNDS (ESTIMATED**),OWNERSHIP TYPE,INDUSTRY_CATEGORY
Series A,2017.0,1,75.0,,"Paladin Cyber Fund, CRV XVIII, Inner Loop Capital Fund",Private,Technology
Series A,2017.0,1,90.0,,,Private,Technology
Series B,2016.0,1,77.0,,"Hanaco Venture Capital, Pico Venture Partners II, Mindset Ventures III, Citi Impact Fund, US Venture Partners XIII",Private,Technology
Series A,2017.0,1,49.0,,"Lakestar Fund II, Hyperplane II, Third Kind Venture Capital II, Sierra Ventures XII",Private,Technology
Series A,2017.0,1,36.0,,"Charles River XVI, Founder Collective III, The Graduate Syndicate, NTT Venture Capital",Private,Technology
Series C,2017.0,1,158.0,,"Meridian Street Ventures II, Social Leverage Capital Fund III, Eniac Special Gamma, Jackson Square Ventures III, Impresa Fund V, Sixth Street Partners II Sidecar",Private,Healthcare
Angel & Seed,2017.0,1,20.0,,"Valor Venture Fund II, AVG Select Fund, PodFund",Private,Technology
Angel & Seed,2016.0,1,13.0,,,Private,Technology
Series B,2015.0,1,55.0,,,Private,Technology
Growth Stage/Expansion,2017.0,1,187.0,,"Hometeam Ventures Fund I, MP Enertiv Investments, Suffolk Technologies Fund 1, PSG VI",Private,Technology
Mature,2017.0,1,157.0,0.38,"Gore Range Capital Fund I, Oaktree Gilead Investment Fund",Public,Healthcare
,2018.0,1,90.0,,"Clean Energy Venture Fund I, Oceans and Seafood Fund, UP Ventures SPV, Climate Innovation Capital Fund I",Private,Technology
Series A,2017.0,1,3.0,,"Boston Seed Capital II, Project 11 Ventures I, Accomplice Fund II, Underscore VC Fund II",Private,Technology
Series A,2017.0,1,105.0,,"Healthy Ventures, Bling Capital II, Vertical Venture Partners Fund III, FBV II",Private,Technology
Angel & Seed,2016.0,1,23.0,,"Motus-VGO Autonomous IoT Fund, Firebrand Ventures Fund I, Blackhorn Ventures, Alrai RE Ventures I, Proeza Ventures I",Private,Technology
Angel & Seed,2016.0,1,17.0,,"Project 11 Ventures I, NXT Ventures Fund 1, Techstars NYC 2016",Private,Financial Services
Series B,2016.0,1,44.0,,"Intel Capital Experiences and Perceptual Computing Fund, Intel Capital Diversity Fund, Cisco Spark Innovation Fund, Team8 Partners II",Private,Technology
Angel & Seed,2018.0,1,5.0,,,Private,Technology
Add-on,2014.0,1,46.0,,"Geekdom Fund, Glasswing Ventures",Private,Technology
Series B,2015.0,1,24.0,,"Riverfront Ventures, Birchmere Ventures V, The Alexa Fund, Techstars Toronto 2018, Peregrine Select Fund I, Azafran Capital Partners Fund One, PodFund, Anzu Intervenn, Mountain State Capital SBIC",Private,Technology
Series B,2017.0,1,48.0,,"LRV IV, Ziegler LinkAge Longevity Fund II, OSF Fund II, Ziegler Linkage Fund III",Private,Technology
Angel & Seed,2018.0,1,16.0,,,Private,Healthcare
Series A,2015.0,1,23.0,,"Newark Venture Partners I, SpringTide Ventures Fund I",Private,Healthcare
Series A,2016.0,1,70.0,,"Sands Capital Global Venture Fund I, GS Day Zero Diagnostics",Private,Healthcare
Series D,2014.0,1,126.0,,"Khosla Ventures V, Optum Venture Partners, Northpond Ventures Fund, Green D 7, Cowen Healthcare Investments IV, 2019 Total Access Funds",Private,Healthcare
,2016.0,1,411.0,,"Flagship Ventures Opportunities Fund I, G Squared Fund V, Pioneering Fund VII",Private,Agriculture
Add-on,2018.0,1,7.0,,"Liquid 2 Ventures, First Round Capital VI Partners Fund, Accomplice Fund II, Half Court Ventures I, AgFunder Fund II, PJC Fund V",Private,Agriculture
Angel & Seed,2017.0,1,15.0,,"Baidu Venture, Embark Ventures, One Way Ventures Fund I, ArcTern Ventures Fund II, Repair Impact Fund, Graduate Syndicate Fund I",Private,Technology
Series A/Round 1,2015.0,1,7.0,,"Charles River XVI, ARCH Venture Fund IX, New Leaf Ventures IV, Polaris Innovation Fund, Catalio Nexus Fund II, Section 32 Fund III, 2020 Syndications, GPV Uptake Acquisition Company",Private,Healthcare
Series A,2015.0,1,42.0,,"SWaN & Legend Fund 3, Newark Venture Partners I, Kiwi Venture Partners II, Lerer Hippeau VII, Progress Ventures Fund IV, Greycroft Partners VI, Lavrock Venture Fund II, Ring Ventures Fund II",Private,Technology
Series A,2016.0,1,59.0,,"Glasswing Ventures, iNovia Investment Fund 2018, Will Ventures Fund I",Private,Technology
Angel & Seed,2018.0,1,4.0,,SOSV III,Private,Healthcare
Series C,2017.0,1,80.0,,"Sofinnova Capital VIII, Sofinnova Crossover I, Atlas Venture Opportunity Fund I, B Capital Fund II, SR One Capital Fund I, LSP Dementia Fund, Pivotal bioVenture Partners CNS Fund I",Private,Healthcare
Series A,2015.0,1,9.0,,"Osage University Partners II, First Round Capital VI Partners Fund, Slow Ventures III, Toyota AI Ventures, Jazz Human Performance Fund II",Private,Technology
Early Stage,2016.0,1,164.0,332.34,DN Capital - Global Venture Capital IV,Private,Technology
Angel & Seed,2016.0,1,52.0,,"Wavemaker Partners US Fund V, 500 Startups Miami",Private,Technology
Angel & Seed,2016.0,1,39.0,,"Quake Seed Capital Fund, Quake Seed Capital Fund II, Stout Street Capital Fund I, eLab Capital Partners II, 412 Venture Fund, AVG Select Fund",Private,Technology
Series D,2015.0,1,423.0,,"83North FXV, Wellington Hadley Harbor Partners III, Farringdon Court, MUFG Innovation Partners No. 2, West Street Global Growth Partners",Private,Technology
Series C,2015.0,1,538.0,,"Matrix Partners X, NTT Venture Capital",Private,Technology
Angel & Seed,2016.0,1,15.0,,Soldiers Field Angels Fund II,Private,Technology
Series A,2016.0,1,61.0,,"Series Virsec, Series Virsec 3",Private,Technology
Unspecified Round,2016.0,1,,,NXT Ventures Fund 1,Private,Technology
Series A,2015.0,1,206.0,,"Hyperplane II, Impresa Fund V, Eight Roads Ventures Japan III",Private,Technology
Series C,2017.0,1,144.0,,"Newfund 2, Highland Leaders Fund I, Vision Capital 2020 Fund, New Stack II, GGV Capital III",Private,Technology
Series A,2017.0,1,222.0,,"G20 Ventures I, General Catalyst Group IX, ICONIQ Strategic Partners IV, AMFAM VC Fund III, G20 Ventures III, Pillar Select Fund I, Bain Capital Life Sciences Fund III",Private,Financial Services
Series A,2016.0,1,192.0,,,Private,Technology
Series A,2016.0,1,23.0,,"Veterans’ Opportunity Fund, SaaS Ventures Fund I, Rise of the Rest Seed Fund, Revolution Ventures III",Private,Technology
Series C,2015.0,1,415.0,,"First Ascent Ventures Fund I, Hyperplane II, MassMutual Ventures Southeast Asia, Jump Capital, Sorenson Ventures II, Catalyst Investors V, G2VP II, G Squared Fund VI",Private,Technology
Angel & Seed,2014.0,1,27.0,,,Private,Technology
Seed,2017.0,1,224.0,,"Founder Collective III, Company Venture Capital Fund I, Graduate Syndicate Fund I",Private,Technology
,2017.0,1,14.0,,"RTP Ventures Fund, Flashpoint Venture Capital Fund II, SOSV IV",Private,Technology
Add-on,2015.0,1,2.0,,"Arzan VC I, 500 Startups IV, BECO Fund I",Private,Technology
Growth Stage/Expansion,2017.0,1,38.0,,"Millworks Fund II, Argon Ventures I, AVG Select Fund",Private,Technology
Series A,2018.0,1,28.0,,The Rise Fund,Private,Technology
Angel & Seed,2016.0,1,12.0,,"Seedcamp III, Clocktower Technologies I, Max Ventures Fund I, Cantos Ventures II, Eniac Special Gamma",Private,Technology
Acquired,2017.0,1,267.0,,"Aquiline Technology Growth Fund, Telstra Ventures Fund II, HSCM Bermuda InsurTech Fund, Obvious Growth I, FinTLV II, Vision Capital 2020 Fund, Bain Capital Life Sciences Fund III, Wrangler",Private,Financial Services
Series C,2016.0,1,116.0,,"Charles River XVI, GV Global Fund, Amplify Partners III",Private,Technology
Add-on,2016.0,1,132.0,,Brown Advisory Venture Capital Partners I,Private,Technology
Series A,2016.0,1,37.0,,"Data Point Capital Fund II, JCDP-5, Chevron Technology Ventures VII, AIoT Ecosystem Fund",Private,Technology
Series C,2017.0,1,142.0,,"Matrix Partners X, Hewlett Packard Ventures, Spark Capital V, GV Global Fund, Matrix Partners XI, SIP Global Partners Fund I, SIP Global Tech Opportunity, Viking Global Opportunities Drawdown",Private,Technology
Series C,2015.0,1,343.0,,"Ignition Venture Partners VI, Gradient Ventures AI Fund, Greycroft Partners V, Sorenson Ventures Opportunity Fund I",Private,Technology
Series D,2015.0,1,178.0,,"CITIC Capital Silk Road Fund, Sequoia Capital U.S. Venture Fund XVI, Evolution Special Opportunity Fund I, Oceanpine USD Fund II, OrbiMed Private Investments VIII, Hermitage Asia Music Fund II LP, Mirae Asset Innovative Growth Fund",Private,Healthcare
Angel & Seed,2017.0,1,9.0,,"SoftTech VC V, Eniac Special Gamma, Inner Loop Capital Fund, NextGen Datazoom, FGSF TS II SPV, BL Fund I",Private,Technology
Series B,2016.0,1,131.0,,"Alpha Wave Ventures I, Exfinity Technology Fund - Series III, Dallas Venture Capital Fund II, Alpha Wave Ventures II",Private,Technology
Series B,2016.0,1,41.0,,"Pathbreaker Ventures Fund, SOSV III, Data Collective IV, Baidu Venture, New Enterprise Associates 16, Green Bay Ventures, Day One Ventures Fund I, SOSV IV, OS Fund I, StarVest Partners Opportunity Fund, Airbus Group Venture Fund III",Private,Technology
Series D,2015.0,1,537.0,0.25,"Sequoia Capital India VI, MassMutual Ventures Southeast Asia, Softbank Vision Fund 2",Private,Healthcare
Add-on,2015.0,1,12.0,,,Private,Technology
Series C,2014.0,1,141.0,,"Silverton Partners IV, GFR Fund I, Hemi Ventures Fund I, Colorcon Ventures, Venture Reality Fund II, Vision Capital 2020 Fund, ICONIQ Access 58, Silverton Partners VII",Private,Technology
Series B,2015.0,1,131.0,,"Boston Seed Capital II, Golden Venture Partners II, General Catalyst Group VIII, Founder Collective III, 2019 Total Access Funds, Victress Capital Opportunity Fund - Series One",Private,Technology
Ceased Operations,2016.0,1,670.0,,,Private,Technology
Acquired,2017.0,1,87.0,,,Private,Technology
Series A,2015.0,1,38.0,,"Redalpine Capital III, First Star Venture Fund II, Procyon Ventures Fund I, Redalpine Capital VII",Private,Technology
Growth Stage/Expansion,2015.0,1,62.0,,"Montreux Growth SPV III, PeakSpan Capital Growth Partners III",Private,Technology
Series A,2016.0,1,72.0,,"Toyota AI Ventures, Mirai Creation Fund, Scrum Ventures Fund III, Mirai Creation Fund II, SIP Global Partners Fund I, Soundproof Partners Gamma SPV, Shinhan-Cognitive Contents Investment Fund I, Heroic Ventures SPV XXV",Private,Technology
Series C,2016.0,1,788.0,,"Danhua Capital, 8VC Fund I, General Catalyst Group VIII, Pillar I, KDT Ventures Fund I, Refactor Curry, Kaiser Permanente Ventures Fund V, Polaris Healthcare Technology Opportunities Fund, General Atlantic Investment Partners 2021, D1 CL Holdings, Biospring Partners ABZ Fund III, Tiger Global Private Investment Partners XV",Private,Technology
Angel & Seed,2016.0,1,15.0,,"Fantail Venture Fund, Tsingyuan Ventures I, 5G Ecosystem Fund",Private,Technology
Series A,2016.0,1,42.0,,"Baidu Venture, GV Global Fund, Yamaha Motor Exploratory Fund, Safar Partners Fund, Amazon Industrial Innovation Fund",Private,Industrial
Series B,2016.0,1,82.0,,"Matrix Partners X, Underscore VC Fund I, Matrix Partners XI, G20 Ventures III, Threshold Ventures IV, Underscore.VC Fund III",Private,Technology
Series A,2014.0,1,242.0,,,Private,Technology
Series B,2016.0,1,79.0,,"Engine Accelerator Fund I, Erebor",Private,Technology
Series B,2016.0,1,98.0,,"Birchmere Ventures V, 2016 M25 Group Fund 2, McCune Capital I, SaaS Ventures Fund I, AVP Early Stage II, Highland Leaders Fund I, Origin Ventures IV Opportunity",Private,Technology
,2014.0,1,30.0,,,Private,Technology
Add-on,2014.0,1,640.0,,"Founder Collective II, General Catalyst Group VII, NextView Ventures II, Charles River XVI, Sequoia Capital U.S. Venture Fund XV, Vista Foundation Fund IV",Private,Technology
Angel & Seed,2016.0,1,58.0,,J Ventures Fund II,Private,Technology
Series A,2015.0,1,16.0,,Flagship Ventures Fund VI,Private,Healthcare
Series C,2014.0,1,59.0,,"Optum Venture Partners, Cigna Ventures, Hambrecht Ducera Healthcare Growth Venture Fund I, Impresa Fund IV",Private,Healthcare
Series D,2017.0,1,365.0,,"Green D 3, Brightstone Venture Capital Fund II, Blue Ivy 1, NTT Investment Partners Fund III, Prosperity7 Ventures, Cerberus Supply Chain Fund, L2 Point Opportunities I",Private,Technology
Series B,2015.0,1,260.0,,"Contour Venture Partners IV, Base10 Partners II, Vision Capital 2020 Fund, Tiger Global Private Investment Partners XV",Private,Technology
Add-on,2016.0,1,2.0,,".406 Ventures 2016 Opportunities Fund, Accomplice Fund II",Private,Technology
Series D,2016.0,1,221.0,,"Volvo Cars Tech Fund, Hanaco Ventures Early Stage Fund III",Private,Technology
Series A,2015.0,1,99.0,,"General Catalyst Group VIII, Founder Collective III, Menlo Ventures XV, Farringdon Court",Private,Technology
Add-on,2016.0,1,4.0,,,Private,Technology
Series C,2014.0,1,110.0,,"RSCM Fund II, Fontinalis Capital Partners II, Trucks Venture Fund 1, Gradient Ventures AI Fund, E14 2017 Fund, Valo Ventures I, E14 2020 Fund, Section 32 Fund IV, Tiger Global Private Investment Partners XV",Private,Technology
Series C,2014.0,1,359.0,,"New Enterprise Associates 16, Vertex Ventures US Fund II, Vision Capital 2020 Fund",Private,Technology
Series A,2014.0,1,36.0,,"Geekdom Fund, LDV Capital, RSCM Fund III, Accomplice Fund II, Toyota AI Ventures, Techstars Toronto 2018, Eniac Special Gamma, NextGen Ventures Fund II, Chevron Technology Ventures VII, Geekdom Fund III, Accomplice Fortuity Pool, PodFund, IMC Ventures, Emerald Industrial Climate-Tech Fund",Private,Technology
Series A,2015.0,1,10.0,,"Borealis Granite Fund, CommonAngels Ventures Fund IV, Companyon Ventures Fund I, Built Environment Innovation Fund, Castor 2, Inter-Atlantic Ivy, Companyon Ventures Fund II, Sony Innovation Fund: Environment",Private,Technology
Angel & Seed,2016.0,1,27.0,,,Private,Technology
Add-on,2015.0,1,32.0,,"Monk’s Hill Ventures Fund I, AT-II, Wavemaker SEA Fund II, Wavemaker Partners US Fund V",Private,Technology
Mature,2017.0,1,53.0,68.0,"T. Rowe Price Innovation Fund, 5.1, Sequoia Capital U.S. Venture Fund XVI, Lightspeed Opportunity Fund, Reinvent Capital Fund, Magnetic Super Angel Fund",Public,Technology
Series C,2015.0,1,97.0,,"Matrix Partners X, Playground Ventures II, Menlo Ventures XIV, GV Global Fund, Matrix Partners XI, Softbank Vision Fund 2, Playground Genomics, Impresa Fund V, 321FORCE Fund",Private,Industrial
Series A,2015.0,1,20.0,,TRUMPF Venture GmbH,Private,Technology
Add-on,2015.0,1,43.0,,"Bam Ventures Partners, Forerunner Partners III, New Enterprise Associates 17",Private,Technology
Series A,2014.0,1,52.0,,"Shasta Ventures Fund V, Technology Operators Fund III, Kaiser Permanente Ventures Fund V",Private,Technology
Series E,2015.0,1,280.0,,"Ohio Innovation Fund, Intel Capital Experiences and Perceptual Computing Fund, Conversion Capital Fund, Greycroft Partners IV, Drive Capital II, Greenspring Micro II, DFJ Growth SPX Investors, Nokia Growth Partners IV, Ten Eleven Venture Fund II, Okta Ventures Fund I, Citi Impact Fund, DFJ Growth SPX Investors II, NightDragon Growth I, March Capital Partners Fund IV, StepStone VC Blockchain I",Private,Technology
Angel & Seed,2017.0,1,24.0,,SRI Capital Fund,Private,Technology
Series A,2014.0,1,354.0,,"Citi Impact Fund, Geodesic Capital Fund II, Vision Capital 2020 Fund, SYN Ventures Fund",Private,Technology
Series B,2014.0,1,114.0,,"University Ventures Fund II, Rethink Education II, Relay Ventures III, Reach II, Castor 2, Rethink Education III, Consultant Trailblazer Fund",Private,Technology
Series A,2015.0,1,30.0,,"Point Judith Venture Fund III, NXT Ventures Fund 1, Loup Ventures I, Macro Ventures Fund I, TRAC Unicorn Fund I, Shimadzu Future Innovation Fund",Private,Technology
Series B,2015.0,1,88.0,,"Commercial Drone Fund, Data Collective IV, Blue Bear Capital Partners, Data Point Capital III, Buoyant Raptor SPV, 2040 Congruent Co-Investment Fund I, Y COMBINATOR ES20",Private,Technology
Add-on,2014.0,1,1.0,,,Private,Technology
Series B,2016.0,1,53.0,,Oriza Ventures Technology Fund,Private,Technology
Add-on,2015.0,1,3.0,,"Procyon Ventures Fund I, Graduate Syndicate Fund I",Private,Technology
Angel & Seed,2015.0,1,19.0,,"Draper Frontier Opportunity & Technology Fund, Colle Capital Partners I, Data Collective IV, SpringTide Ventures Fund I, Draper Associates VI, Wavemaker Three-Sixty Health II, Wisdom Warrior Fund I, Laconia Ocrolus SPV I",Private,Technology
,2015.0,1,55.0,,"Morado Venture Partners II, NextView Ventures II, FirstMark Capital P2, Greycroft Partners IV, Engine Accelerator Fund I, Fraser McCombs Ventures II, OVO Fund II, Haystack Fund III, TheVentureCity Fund I, IFF Drone SPV",Private,Transportation
Add-on,2014.0,1,10.0,,"G20 Ventures I, Underscore VC Fund I",Private,Media and Entertainment
Series C,2015.0,1,143.0,,"Ascent Venture Partners VI, Nauta Tech Invest IV, Osage Venture Partners IV, NXT Ventures Fund 1, Nauta Tech Invest V, DB Sunshine Holdings I",Private,Technology
Series A,2016.0,1,368.0,,Matrix Partners XI,Private,Technology
Series F,2014.0,1,474.0,,"Scale Venture Partners V, GSV@LT III, G2VP II, Bond Capital Fund II, Tiger Global Private Investment Partners XV, Hercules Private Global Venture Growth Fund I, Stack Robotics Fund",Private,Industrial
Angel & Seed,2014.0,1,2.0,,DreamIt Fund II,Private,Technology
Add-on,2015.0,1,214.0,,"Norwest Venture Partners XIII, Eclipse Ventures Fund II, Menlo Ventures XIV",Private,Industrial
Ceased Operations,2016.0,1,7.0,,"CommonAngels Ventures Fund IV, Boston Seed Capital II, True Ventures V, Founder Collective III",Private,Technology
Series B,2015.0,1,41.0,,"RRE Ventures VI, ff Sapphire (IV) Venture Capital Fund, V1 VC, SoftTech VC V, .406 Ventures 2016 Opportunities Fund, ff Graphite (V) Venture Capital Fund, Uncork VI, Techstars NYC 2016",Private,Technology
Add-on,2015.0,1,21.0,,"Grotech Ventures III, Point Judith Venture Fund IV, NRV Early Stage Growth Fund",Private,Technology
Series E,2015.0,1,956.0,,"Vertex Ventures Israel Fund IV, Salesforce Lightning Fund, Innovation Endeavors II, Innovation Endeavors III, Grandval II, Vertex Israel Opportunity Fund, Insight Partners Opportunities Fund I, Sapphire Opportunity Fund III, B Capital Healthcare I, Tiger Global Private Investment Partners XV",Private,Technology
Acquired,2015.0,1,264.0,,"Social Capital Partnership III, SherpaVentures Fund II, Transmedia Capital II, Lucas Venture Group V, Day One Ventures Fund I, Bessemer Venture Partners Century Fund, Y Combinator Fund II, Cota Ventures II, Accel XV, FBV II",Private,Financial Services
,2015.0,1,1312.0,25.02,"T. Rowe Price Innovation Fund, Canaan Equity X, SkyFund I, BOLDstart Ventures III, Stripes IV, Salesforce Platform Fund, GV Global Fund, Tiger Global Private Investment Partners XI, Amity Opportunity I, Coatue Growth Fund IV, Canaan XII, Heavybit Holdings II, Addition One, Atlassian Ventures, BlackRock-Temasek Decarbonization Partners Fund, Geodesic Capital Fund II, Sands Capital Life Sciences Pulse Fund II, Franklin Templeton Blockchain Fund I, Baillie Gifford Private Companies Fund II, Irving Investors Privates OSC XLII, G Squared Fund VI, The Evolution Technology Fund III",Private,Technology
Angel & Seed,2015.0,1,9.0,,"Project 11 Ventures I, 360Hyperplane, Founder Collective III, One Way Ventures Fund I, Castor 2, PodFund, Graduate Syndicate Fund I",Private,Technology
